"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","Percent_Chronically_Absent","School Name.y","Year.y","Total Enrollment","Grade 4","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"9223","31R011","P.S. 11 Thomas Dongan School","2017-18","93.9","ELL Status","ELL","8.3","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9224","31R011","P.S. 11 Thomas Dongan School","2017-18","93.9","Ethnicity","Hispanic","17.6","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9225","31R011","P.S. 11 Thomas Dongan School","2017-18","s","Ethnicity","Other","s","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9226","31R011","P.S. 11 Thomas Dongan School","2017-18","s","Ethnicity","Black","s","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9227","31R011","P.S. 11 Thomas Dongan School","2017-18","93.7","SWD Status","Not SWD","24.4","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9228","31R011","P.S. 11 Thomas Dongan School","2017-18","93.9","SWD Status","SWD","18.2","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9229","31R011","P.S. 11 Thomas Dongan School","2017-18","92.1","Ethnicity","Asian","22.2","P.S. 11 Thomas Dongan School","2017-18",314,48,0.455,0.545,0.182,0.306,0.232,0.745,0.676,NA,21,24,NA,NA,8,NA,NA,7
"9230","31R013","P.S. 013 M. L. Lindemeyer","2017-18","93.7","Gender","Female","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9231","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","Gender","Male","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9232","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","SWD Status","Not SWD","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9233","31R013","P.S. 013 M. L. Lindemeyer","2017-18","94.6","ELL Status","ELL","18.2","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9234","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","Poverty","Not Poverty","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9235","31R013","P.S. 013 M. L. Lindemeyer","2017-18","90.8","Ethnicity","Hispanic","33.3","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9236","31R013","P.S. 013 M. L. Lindemeyer","2017-18","92.4","ELL Status","Not ELL","25.9","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9237","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","Ethnicity","Asian","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9238","31R013","P.S. 013 M. L. Lindemeyer","2017-18","93.2","Ethnicity","Black","20.0","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9239","31R013","P.S. 013 M. L. Lindemeyer","2017-18","92.3","Poverty","Poverty","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9240","31R013","P.S. 013 M. L. Lindemeyer","2017-18","93.2","Ethnicity","White","21.7","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9241","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","SWD Status","SWD","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9242","31R013","P.S. 013 M. L. Lindemeyer","2017-18","92.7","All Students","All Students","24.6","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9243","31R013","P.S. 013 M. L. Lindemeyer","2017-18","s","Ethnicity","Other","s","P.S. 013 M. L. Lindemeyer","2017-18",881,132,0.502,0.498,0.148,0.198,0.242,0.663,0.691,NA,21.7,24.5,NA,12,12.5,NA,NA,NA
"9244","31R016","P.S. 016 John J. Driscoll","2017-18","s","Ethnicity","Other","s","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9245","31R016","P.S. 016 John J. Driscoll","2017-18","89.7","ELL Status","Not ELL","45.3","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9246","31R016","P.S. 016 John J. Driscoll","2017-18","93.5","Ethnicity","White","10.0","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9247","31R016","P.S. 016 John J. Driscoll","2017-18","90.8","All Students","All Students","40.0","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9248","31R016","P.S. 016 John J. Driscoll","2017-18","94.5","ELL Status","ELL","20.8","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9249","31R016","P.S. 016 John J. Driscoll","2017-18","s","Poverty","Not Poverty","s","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9250","31R016","P.S. 016 John J. Driscoll","2017-18","88.2","Ethnicity","Black","60.0","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9251","31R016","P.S. 016 John J. Driscoll","2017-18","s","Ethnicity","Asian","s","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9252","31R016","P.S. 016 John J. Driscoll","2017-18","90.9","Gender","Female","35.3","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9253","31R016","P.S. 016 John J. Driscoll","2017-18","90.7","Gender","Male","44.1","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9254","31R016","P.S. 016 John J. Driscoll","2017-18","91.7","SWD Status","Not SWD","37.3","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9255","31R016","P.S. 016 John J. Driscoll","2017-18","91.9","Ethnicity","Hispanic","31.7","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9256","31R016","P.S. 016 John J. Driscoll","2017-18","s","Poverty","Poverty","s","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9257","31R016","P.S. 016 John J. Driscoll","2017-18","89.5","SWD Status","SWD","44.2","P.S. 016 John J. Driscoll","2017-18",522,100,0.513,0.487,0.295,0.071,0.32,0.987,0.911,NA,23,26,NA,NA,11.6,NA,NA,NA
"9258","31R018","P.S. 018 John G. Whittier","2017-18","92.8","Ethnicity","Black","33.3","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9259","31R018","P.S. 018 John G. Whittier","2017-18","95.1","ELL Status","ELL","12.5","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9260","31R018","P.S. 018 John G. Whittier","2017-18","s","Ethnicity","Asian","s","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9261","31R018","P.S. 018 John G. Whittier","2017-18","91.7","Gender","Male","34.0","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9262","31R018","P.S. 018 John G. Whittier","2017-18","91.5","Gender","Female","36.1","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9263","31R018","P.S. 018 John G. Whittier","2017-18","91.4","ELL Status","Not ELL","37.3","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9264","31R018","P.S. 018 John G. Whittier","2017-18","91.6","Ethnicity","Hispanic","33.3","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9265","31R018","P.S. 018 John G. Whittier","2017-18","s","Ethnicity","White","s","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9266","31R018","P.S. 018 John G. Whittier","2017-18","s","Poverty","Poverty","s","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9267","31R018","P.S. 018 John G. Whittier","2017-18","91.6","All Students","All Students","34.9","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9268","31R018","P.S. 018 John G. Whittier","2017-18","s","Ethnicity","Other","s","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9269","31R018","P.S. 018 John G. Whittier","2017-18","92.3","SWD Status","SWD","27.3","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9270","31R018","P.S. 018 John G. Whittier","2017-18","91.2","SWD Status","Not SWD","40.0","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9271","31R018","P.S. 018 John G. Whittier","2017-18","s","Poverty","Not Poverty","s","P.S. 018 John G. Whittier","2017-18",573,80,0.466,0.534,0.447,0.035,0.384,0.916,0.935,NA,21.5,22,NA,NA,11.6,NA,NA,NA
"9272","31R019","P.S. 019 The Curtis School","2017-18","92.0","Ethnicity","Black","30.0","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9273","31R019","P.S. 019 The Curtis School","2017-18","s","Ethnicity","Asian","s","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9274","31R019","P.S. 019 The Curtis School","2017-18","94.8","SWD Status","Not SWD","16.4","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9275","31R019","P.S. 019 The Curtis School","2017-18","93.7","ELL Status","Not ELL","21.1","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9276","31R019","P.S. 019 The Curtis School","2017-18","93.6","Gender","Female","23.4","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9277","31R019","P.S. 019 The Curtis School","2017-18","93.8","ELL Status","ELL","23.8","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9278","31R019","P.S. 019 The Curtis School","2017-18","s","Ethnicity","Other","s","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9279","31R019","P.S. 019 The Curtis School","2017-18","90.9","SWD Status","SWD","36.0","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9280","31R019","P.S. 019 The Curtis School","2017-18","93.7","All Students","All Students","21.7","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9281","31R019","P.S. 019 The Curtis School","2017-18","94.3","Ethnicity","Hispanic","18.3","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9282","31R019","P.S. 019 The Curtis School","2017-18","93.8","Gender","Male","20.0","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9283","31R019","P.S. 019 The Curtis School","2017-18","93.6","Ethnicity","White","16.7","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9284","31R019","P.S. 019 The Curtis School","2017-18","94.7","Poverty","Not Poverty","7.1","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9285","31R019","P.S. 019 The Curtis School","2017-18","93.5","Poverty","Poverty","24.4","P.S. 019 The Curtis School","2017-18",591,84,0.514,0.486,0.117,0.076,0.277,0.851,0.82,NA,22,29,NA,12,NA,NA,NA,NA
"9286","31R020","P.S. 020 Port Richmond","2017-18","92.6","Gender","Male","25.6","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9287","31R020","P.S. 020 Port Richmond","2017-18","94.8","SWD Status","Not SWD","12.3","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9288","31R020","P.S. 020 Port Richmond","2017-18","s","Poverty","Poverty","s","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9289","31R020","P.S. 020 Port Richmond","2017-18","95.0","Ethnicity","Hispanic","9.8","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9290","31R020","P.S. 020 Port Richmond","2017-18","95.2","Gender","Female","11.7","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9291","31R020","P.S. 020 Port Richmond","2017-18","94.2","All Students","All Students","17.2","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9292","31R020","P.S. 020 Port Richmond","2017-18","s","Poverty","Not Poverty","s","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9293","31R020","P.S. 020 Port Richmond","2017-18","87.7","Ethnicity","Black","61.5","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9294","31R020","P.S. 020 Port Richmond","2017-18","95.1","ELL Status","ELL","10.0","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9295","31R020","P.S. 020 Port Richmond","2017-18","93.7","ELL Status","Not ELL","20.3","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9296","31R020","P.S. 020 Port Richmond","2017-18","s","Ethnicity","Asian","s","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9297","31R020","P.S. 020 Port Richmond","2017-18","s","Ethnicity","Other","s","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9298","31R020","P.S. 020 Port Richmond","2017-18","92.9","SWD Status","SWD","26.5","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9299","31R020","P.S. 020 Port Richmond","2017-18","s","Ethnicity","White","s","P.S. 020 Port Richmond","2017-18",464,95,0.496,0.504,0.17,0.041,0.379,0.961,0.923,NA,26,27.5,NA,9.7,9.3,NA,NA,NA
"9300","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","91.8","Ethnicity","Hispanic","34.1","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9301","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","90.5","Gender","Male","32.5","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9302","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","89.4","SWD Status","SWD","35.7","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9303","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","89.6","ELL Status","Not ELL","38.1","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9304","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","90.2","Gender","Female","38.7","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9305","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","96.2","ELL Status","ELL","12.5","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9306","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","90.3","All Students","All Students","35.2","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9307","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","86.7","Ethnicity","Black","40.0","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9308","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","90.9","SWD Status","Not SWD","34.9","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9309","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","93.5","Poverty","Not Poverty","25.0","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9310","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","s","Ethnicity","Asian","s","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9311","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","89.7","Poverty","Poverty","37.3","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9312","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","s","Ethnicity","Other","s","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9313","31R021","P.S. 21 Margaret Emery-Elm Park","2017-18","90.9","Ethnicity","White","30.8","P.S. 21 Margaret Emery-Elm Park","2017-18",367,66,0.496,0.504,0.27,0.106,0.368,0.812,0.849,NA,24,31,NA,NA,11.7,NA,NA,NA
"9314","31R022","P.S. 022 Graniteville","2017-18","91.2","Ethnicity","Black","31.7","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9315","31R022","P.S. 022 Graniteville","2017-18","92.8","Gender","Female","24.7","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9316","31R022","P.S. 022 Graniteville","2017-18","s","Ethnicity","Other","s","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9317","31R022","P.S. 022 Graniteville","2017-18","92.6","Poverty","Poverty","25.3","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9318","31R022","P.S. 022 Graniteville","2017-18","95.6","Ethnicity","Asian","15.4","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9319","31R022","P.S. 022 Graniteville","2017-18","94.4","ELL Status","ELL","14.8","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9320","31R022","P.S. 022 Graniteville","2017-18","92.4","Poverty","Not Poverty","28.6","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9321","31R022","P.S. 022 Graniteville","2017-18","93.8","SWD Status","Not SWD","20.6","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9322","31R022","P.S. 022 Graniteville","2017-18","89.4","SWD Status","SWD","38.8","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9323","31R022","P.S. 022 Graniteville","2017-18","92.6","Ethnicity","Hispanic","24.0","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9324","31R022","P.S. 022 Graniteville","2017-18","s","Ethnicity","White","s","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9325","31R022","P.S. 022 Graniteville","2017-18","92.3","Gender","Male","26.7","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9326","31R022","P.S. 022 Graniteville","2017-18","92.5","All Students","All Students","25.7","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9327","31R022","P.S. 022 Graniteville","2017-18","92.2","ELL Status","Not ELL","27.7","P.S. 022 Graniteville","2017-18",983,164,0.506,0.494,0.24,0.097,0.269,0.881,0.789,NA,28.7,26.5,NA,10,11.2,NA,NA,NA
"9328","31R023","P.S. 023 Richmondtown","2017-18","s","Ethnicity","Black","s","P.S. 023 Richmondtown","2017-18",564,87,0.53,0.47,0.012,0.743,0.266,0.372,0.295,NA,24,30.5,NA,8,7.3,NA,NA,NA
"9329","31R023","P.S. 023 Richmondtown","2017-18","95.1","Poverty","Poverty","14.3","P.S. 023 Richmondtown","2017-18",564,87,0.53,0.47,0.012,0.743,0.266,0.372,0.295,NA,24,30.5,NA,8,7.3,NA,NA,NA
"9330","31R023","P.S. 023 Richmondtown","2017-18","96.0","Ethnicity","Hispanic","14.3","P.S. 023 Richmondtown","2017-18",564,87,0.53,0.47,0.012,0.743,0.266,0.372,0.295,NA,24,30.5,NA,8,7.3,NA,NA,NA
"9331","31R023","P.S. 023 Richmondtown","2017-18","96.1","Gender","Female","9.4","P.S. 023 Richmondtown","2017-18",564,87,0.53,0.47,0.012,0.743,0.266,0.372,0.295,NA,24,30.5,NA,8,7.3,NA,NA,NA
