"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"4414",4414,"23K392","I.S. 392","2017-18","95.0","SWD Status","Not SWD","12.0","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4415",4415,"23K392","I.S. 392","2017-18","93.8","Poverty","Poverty","18.3","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4416",4416,"23K392","I.S. 392","2017-18","93.8","Gender","Female","20.0","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4417",4417,"23K392","I.S. 392","2017-18","91.1","SWD Status","SWD","31.6","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4418",4418,"23K392","I.S. 392","2017-18","s","Ethnicity","Asian","s","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4419",4419,"23K392","I.S. 392","2017-18","95.8","Poverty","Not Poverty","8.7","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4420",4420,"23K392","I.S. 392","2017-18","94.3","ELL Status","Not ELL","16.0","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4421",4421,"23K392","I.S. 392","2017-18","92.5","Ethnicity","Hispanic","25.0","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4422",4422,"23K392","I.S. 392","2017-18","94.3","All Students","All Students","16.0","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4423",4423,"23K392","I.S. 392","2017-18","s","Ethnicity","Other","s","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4424",4424,"23K392","I.S. 392","2017-18","95.0","Gender","Male","10.3","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4425",4425,"23K392","I.S. 392","2017-18","94.2","Ethnicity","Black","16.4","I.S. 392","2017-18",295,0,0.597,0.403,0.749,0.007,0.166,0.756,0.665,24.3,24,NA,9,NA,NA,NA,"Brooklyn"
"4426",4426,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","92.7","Gender","Female","20.5","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4427",4427,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","95.1","Poverty","Not Poverty","20.0","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4428",4428,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.6","SWD Status","SWD","14.3","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4429",4429,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.2","Ethnicity","Black","20.0","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4430",4430,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.8","Gender","Male","18.4","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4431",4431,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.2","ELL Status","Not ELL","19.5","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4432",4432,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.1","SWD Status","Not SWD","21.4","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4433",4433,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.2","All Students","All Students","19.5","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4434",4434,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","93.0","Poverty","Poverty","19.4","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4435",4435,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","s","Ethnicity","Other","s","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4436",4436,"23K518","Kappa V (Knowledge and Power Preparatory Academy)","2017-18","s","Ethnicity","Hispanic","s","Kappa V (Knowledge and Power Preparatory Academy)","2017-18",228,0,0.518,0.482,0.877,0.004,0.298,0.864,0.829,20,24,NA,7.7,NA,NA,NA,"Brooklyn"
"4437",4437,"23K522","Mott Hall IV","2017-18","90.8","Gender","Male","30.8","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4438",4438,"23K522","Mott Hall IV","2017-18","s","Poverty","Not Poverty","s","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4439",4439,"23K522","Mott Hall IV","2017-18","87.9","Gender","Female","51.4","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4440",4440,"23K522","Mott Hall IV","2017-18","89.2","Ethnicity","Black","43.1","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4441",4441,"23K522","Mott Hall IV","2017-18","s","Ethnicity","Hispanic","s","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4442",4442,"23K522","Mott Hall IV","2017-18","88.8","SWD Status","Not SWD","46.3","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4443",4443,"23K522","Mott Hall IV","2017-18","89.1","All Students","All Students","42.6","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4444",4444,"23K522","Mott Hall IV","2017-18","s","Ethnicity","Asian","s","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4445",4445,"23K522","Mott Hall IV","2017-18","89.1","ELL Status","Not ELL","42.6","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4446",4446,"23K522","Mott Hall IV","2017-18","s","Poverty","Poverty","s","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4447",4447,"23K522","Mott Hall IV","2017-18","89.9","SWD Status","SWD","35.0","Mott Hall IV","2017-18",160,0,0.569,0.431,0.856,0,0.387,0.9,0.91,11,20,7,10.5,NA,NA,NA,"Brooklyn"
"4448",4448,"23K644","Eagle Academy for Young Men II","2017-18","92.7","Poverty","Poverty","17.1","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4449",4449,"23K644","Eagle Academy for Young Men II","2017-18","93.1","Gender","Male","16.1","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4450",4450,"23K644","Eagle Academy for Young Men II","2017-18","93.1","ELL Status","Not ELL","16.1","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4451",4451,"23K644","Eagle Academy for Young Men II","2017-18","94.7","SWD Status","Not SWD","11.9","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4452",4452,"23K644","Eagle Academy for Young Men II","2017-18","s","Ethnicity","Hispanic","s","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4453",4453,"23K644","Eagle Academy for Young Men II","2017-18","93.4","Ethnicity","Black","14.8","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4454",4454,"23K644","Eagle Academy for Young Men II","2017-18","s","Ethnicity","Other","s","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4455",4455,"23K644","Eagle Academy for Young Men II","2017-18","93.1","All Students","All Students","16.1","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4456",4456,"23K644","Eagle Academy for Young Men II","2017-18","89.8","SWD Status","SWD","25.0","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4457",4457,"23K644","Eagle Academy for Young Men II","2017-18","95.5","Poverty","Not Poverty","9.1","Eagle Academy for Young Men II","2017-18",647,0,0,1,0.887,0.006,0.257,0.822,0.746,23.7,24,NA,8,NA,NA,NA,"Brooklyn"
"4458",4458,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","ELL Status","Not ELL","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4459",4459,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","Ethnicity","White","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4460",4460,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","89.1","All Students","All Students","44.4","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4461",4461,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","Poverty","Poverty","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4462",4462,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","91.2","SWD Status","SWD","33.3","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4463",4463,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","85.0","Ethnicity","Hispanic","83.3","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4464",4464,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","88.1","SWD Status","Not SWD","50.0","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4465",4465,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","ELL Status","ELL","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4466",4466,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","90.3","Ethnicity","Black","30.8","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4467",4467,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","Ethnicity","Other","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4468",4468,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","90.8","Gender","Female","47.1","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4469",4469,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","87.6","Gender","Male","42.1","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4470",4470,"23K664","Brooklyn Environmental Exploration School (BEES)","2017-18","s","Poverty","Not Poverty","s","Brooklyn Environmental Exploration School (BEES)","2017-18",95,0,0.568,0.432,0.737,0.053,0.411,0.979,0.924,NA,16.5,NA,NA,NA,NA,NA,"Brooklyn"
"4471",4471,"23K668","Riverdale Avenue Middle School","2017-18","90.0","ELL Status","ELL","50.0","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4472",4472,"23K668","Riverdale Avenue Middle School","2017-18","s","Ethnicity","Hispanic","s","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4473",4473,"23K668","Riverdale Avenue Middle School","2017-18","85.5","SWD Status","SWD","60.0","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4474",4474,"23K668","Riverdale Avenue Middle School","2017-18","89.7","Ethnicity","Black","33.3","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4475",4475,"23K668","Riverdale Avenue Middle School","2017-18","89.8","All Students","All Students","37.3","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4476",4476,"23K668","Riverdale Avenue Middle School","2017-18","s","Poverty","Not Poverty","s","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4477",4477,"23K668","Riverdale Avenue Middle School","2017-18","s","Poverty","Poverty","s","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4478",4478,"23K668","Riverdale Avenue Middle School","2017-18","92.6","SWD Status","Not SWD","22.6","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4479",4479,"23K668","Riverdale Avenue Middle School","2017-18","88.6","Gender","Male","39.4","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4480",4480,"23K668","Riverdale Avenue Middle School","2017-18","89.8","ELL Status","Not ELL","35.6","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4481",4481,"23K668","Riverdale Avenue Middle School","2017-18","s","Ethnicity","White","s","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4482",4482,"23K668","Riverdale Avenue Middle School","2017-18","91.9","Gender","Female","33.3","Riverdale Avenue Middle School","2017-18",127,0,0.425,0.575,0.74,0.016,0.394,0.969,0.894,NA,21.5,NA,NA,NA,NA,NA,"Brooklyn"
"4483",4483,"23K671","Mott Hall Bridges Academy","2017-18","s","Ethnicity","Hispanic","s","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4484",4484,"23K671","Mott Hall Bridges Academy","2017-18","93.2","ELL Status","Not ELL","21.7","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4485",4485,"23K671","Mott Hall Bridges Academy","2017-18","92.3","Gender","Female","28.6","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4486",4486,"23K671","Mott Hall Bridges Academy","2017-18","92.9","SWD Status","Not SWD","25.0","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4487",4487,"23K671","Mott Hall Bridges Academy","2017-18","94.9","SWD Status","SWD","7.7","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4488",4488,"23K671","Mott Hall Bridges Academy","2017-18","93.4","Ethnicity","Black","20.4","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4489",4489,"23K671","Mott Hall Bridges Academy","2017-18","93.2","All Students","All Students","21.7","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4490",4490,"23K671","Mott Hall Bridges Academy","2017-18","98.0","Poverty","Not Poverty","0.0","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4491",4491,"23K671","Mott Hall Bridges Academy","2017-18","92.8","Poverty","Poverty","23.8","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4492",4492,"23K671","Mott Hall Bridges Academy","2017-18","94.2","Gender","Male","14.7","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4493",4493,"23K671","Mott Hall Bridges Academy","2017-18","s","Ethnicity","White","s","Mott Hall Bridges Academy","2017-18",199,0,0.472,0.528,0.829,0.005,0.261,0.955,0.915,19,20,NA,9,NA,NA,NA,"Brooklyn"
"4494",4494,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","Ethnicity","Other","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4495",4495,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","Poverty","Poverty","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4496",4496,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","94.5","Ethnicity","Hispanic","16.5","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4497",4497,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","SWD Status","Not SWD","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4498",4498,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","97.2","Ethnicity","Asian","6.4","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4499",4499,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","95.8","Gender","Female","13.5","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4500",4500,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","ELL Status","Not ELL","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4501",4501,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","95.6","Gender","Male","10.8","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4502",4502,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","95.2","Ethnicity","White","15.8","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4503",4503,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","SWD Status","SWD","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4504",4504,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","95.7","All Students","All Students","12.2","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4505",4505,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","ELL Status","ELL","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4506",4506,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","s","Ethnicity","Black","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4507",4507,"24Q005","I.S. 5 - The Walter Crowley Intermediate School","2017-18","96.5","Poverty","Not Poverty","s","I.S. 5 - The Walter Crowley Intermediate School","2017-18",1798,0,0.489,0.511,0.016,0.022,0.168,0.804,0.78,25.7,27.8,9.6,8,NA,NA,NA,"Queens"
"4508",4508,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","s","Ethnicity","Asian","s","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4509",4509,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","95.5","Ethnicity","White","12.3","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4510",4510,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","95.6","Gender","Male","10.9","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4511",4511,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","95.8","All Students","All Students","10.5","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4512",4512,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","95.5","Poverty","Poverty","12.3","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4513",4513,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","92.0","SWD Status","SWD","29.6","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4514",4514,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","s","ELL Status","Not ELL","s","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4515",4515,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","96.7","SWD Status","Not SWD","5.7","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4516",4516,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","s","Ethnicity","Other","s","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
"4517",4517,"24Q049","P.S. 049 Dorothy Bonawit Kole","2017-18","94.8","Ethnicity","Hispanic","11.6","P.S. 049 Dorothy Bonawit Kole","2017-18",1160,117,0.499,0.501,0.005,0.556,0.172,0.479,0.385,33,33,10,9.8,NA,NA,NA,"Queens"
