"","DBN","Percent_Attendance","Demographic.Variable","X..Poverty","borough","self_contained_option","X..Male","X..Black","X..Female","X..White","Total.Enrollment","Economic.Need.Index","Percent_Chronically_Absent","X..Students.with.Disabilities"
"3368","25Q189",97.5,"ELL",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"4.8",0.173
"3369","25Q189",96.9,"Poverty",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"8.5",0.173
"3370","25Q189",96.7,"Not ELL",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"9.1",0.173
"3371","25Q189",96.8,"Not Poverty",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"6.7",0.173
"3372","25Q189",93.3,"SWD",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"25.0",0.173
"3373","25Q189",95.3,"White",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"10.0",0.173
"3374","25Q189",96.8,"Female",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"8.3",0.173
"3375","25Q189",96.9,"Male",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"8.0",0.173
"3376","25Q189",96.9,"All Students",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"8.1",0.173
"3377","25Q189",97.6,"Not SWD",0.792,"Queens",1,0.505,0.03,0.495,0.03,771,0.804,"5.0",0.173
"3378","25Q194",97.1,"Asian",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"6.7",0.167
"3379","25Q194",91.9,"Hispanic",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"25.4",0.167
"3380","25Q194",91.6,"SWD",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"27.3",0.167
"3381","25Q194",95.5,"Not Poverty",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"10.1",0.167
"3382","25Q194",94.9,"Male",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"14.8",0.167
"3383","25Q194",94.6,"All Students",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"16.2",0.167
"3384","25Q194",95.2,"Not SWD",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"14.0",0.167
"3385","25Q194",94.7,"Not ELL",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"16.1",0.167
"3386","25Q194",94.1,"Poverty",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"20.2",0.167
"3387","25Q194",94.6,"White",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"16.5",0.167
"3388","25Q194",94.6,"ELL",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"17.6",0.167
"3389","25Q194",94.4,"Female",0.603,"Queens",1,0.535,0.013,0.465,0.277,1241,0.484,"17.8",0.167
"3390","25Q200",91.9,"Not Poverty",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"22.2",0.172
"3391","25Q200",95.4,"Poverty",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"10.4",0.172
"3392","25Q200",95.4,"Not SWD",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"12.7",0.172
"3393","25Q200",93.7,"Female",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"12.1",0.172
"3394","25Q200",94.5,"All Students",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"13.6",0.172
"3395","25Q200",95.2,"Male",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"15.2",0.172
"3396","25Q200",96.3,"Black",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"5.6",0.172
"3397","25Q200",88.9,"White",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"30.0",0.172
"3398","25Q200",94.5,"Hispanic",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"17.9",0.172
"3399","25Q200",90,"SWD",0.724,"Queens",0,0.51,0.216,0.49,0.144,522,0.552,"18.2",0.172
"3400","25Q219",95.7,"Not Poverty",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"7.4",0.287
"3401","25Q219",94.3,"SWD",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"18.2",0.287
"3402","25Q219",92.3,"Hispanic",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"21.1",0.287
"3403","25Q219",93.8,"Male",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"22.0",0.287
"3404","25Q219",95.3,"Poverty",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"14.3",0.287
"3405","25Q219",95.9,"Not SWD",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"9.3",0.287
"3406","25Q219",95.5,"All Students",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"11.8",0.287
"3407","25Q219",97.3,"Female",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"0.0",0.287
"3408","25Q219",97.9,"Asian",0.74,"Queens",1,0.517,0.07,0.483,0.151,642,0.59,"2.9",0.287
"3409","25Q237",92.8,"All Students",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"20.1",0.128
"3410","25Q237",94.6,"Female",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"17.4",0.128
"3411","25Q237",89.8,"SWD",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"37.0",0.128
"3412","25Q237",89.4,"ELL",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"29.6",0.128
"3413","25Q237",89.2,"Hispanic",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"43.9",0.128
"3414","25Q237",93.3,"Not SWD",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"17.8",0.128
"3415","25Q237",91.1,"Male",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"22.9",0.128
"3416","25Q237",93.7,"Not ELL",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"17.5",0.128
"3417","25Q237",90.2,"Black",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"40.0",0.128
"3418","25Q237",94.2,"Asian",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"11.7",0.128
"3419","25Q237",92.9,"Not Poverty",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"23.7",0.128
"3420","25Q237",92.8,"Poverty",0.852,"Queens",1,0.542,0.059,0.458,0.019,1368,0.74,"19.4",0.128
"3421","25Q250",90.4,"Black",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"34.3",0.193
"3422","25Q250",93.6,"Not SWD",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"18.8",0.193
"3423","25Q250",94.2,"Female",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"17.6",0.193
"3424","25Q250",93,"Not ELL",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"20.1",0.193
"3425","25Q250",93.1,"All Students",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"21.0",0.193
"3426","25Q250",95.1,"Asian",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"14.3",0.193
"3427","25Q250",90.7,"SWD",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"31.0",0.193
"3428","25Q250",91.5,"Hispanic",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"22.9",0.193
"3429","25Q250",92.2,"Male",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"23.7",0.193
"3430","25Q250",94.6,"Not Poverty",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"12.1",0.193
"3431","25Q250",92.7,"Poverty",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"23.1",0.193
"3432","25Q250",93.6,"ELL",0.842,"Queens",1,0.516,0.233,0.484,0.098,399,0.735,"24.2",0.193
"3433","25Q252",94.6,"Not SWD",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"14.5",0.151
"3434","25Q252",94.7,"Female",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"11.4",0.151
"3435","25Q252",93.9,"Poverty",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"15.1",0.151
"3436","25Q252",91.8,"SWD",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"13.3",0.151
"3437","25Q252",94.6,"Asian",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"12.1",0.151
"3438","25Q252",94.8,"White",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"10.0",0.151
"3439","25Q252",93.6,"Male",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"16.7",0.151
"3440","25Q252",93.2,"Black",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"20.0",0.151
"3441","25Q252",94.5,"Not Poverty",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"12.5",0.151
"3442","25Q252",93.5,"Hispanic",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"15.8",0.151
"3443","25Q252",94.1,"All Students",0.613,"Queens",0,0.502,0.161,0.498,0.17,576,0.562,"14.3",0.151
"3444","25Q281",96.3,"SWD",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"8.3",0.133
"3445","25Q281",97.1,"Male",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"6.2",0.133
"3446","25Q281",98.4,"Female",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"4.5",0.133
"3447","25Q281",96.5,"Hispanic",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"8.3",0.133
"3448","25Q281",97.6,"Poverty",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"6.3",0.133
"3449","25Q281",97.7,"All Students",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"5.5",0.133
"3450","25Q281",98.3,"Asian",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"2.6",0.133
"3451","25Q281",97.9,"Not SWD",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"5.2",0.133
"3452","25Q281",98.3,"Not Poverty",0.866,"Queens",0,0.542,0.083,0.458,0.046,649,0.698,"0.0",0.133
"3453","25Q285",92.3,"All Students",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"19.4",0.182
"3454","25Q285",94.9,"Not Poverty",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"12.9",0.182
"3455","25Q285",88.4,"SWD",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"40.0",0.182
"3456","25Q285",93.3,"Not SWD",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"14.0",0.182
"3457","25Q285",92.7,"Male",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"21.9",0.182
"3458","25Q285",92.9,"Hispanic",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"20.0",0.182
"3459","25Q285",92,"Female",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"17.5",0.182
"3460","25Q285",90.1,"White",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"25.0",0.182
"3461","25Q285",90.3,"Poverty",0.57,"Queens",0,0.395,0.037,0.605,0.437,567,0.442,"24.4",0.182
"3462","25Q294",95.5,"All Students",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"11.6",0.24
"3463","25Q294",94.7,"Poverty",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"16.4",0.24
"3464","25Q294",96.5,"Not SWD",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"5.8",0.24
"3465","25Q294",95,"White",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"9.8",0.24
"3466","25Q294",98.2,"Asian",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"2.4",0.24
"3467","25Q294",93.6,"Hispanic",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"19.6",0.24
"3468","25Q294",95.5,"Female",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"13.6",0.24
"3469","25Q294",92.3,"SWD",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"28.6",0.24
"3470","25Q294",96.1,"Not Poverty",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"7.0",0.24
"3471","25Q294",95.4,"Male",0.485,"Queens",1,0.533,0.051,0.467,0.312,375,0.394,"9.7",0.24
"3472","25Q499",97.6,"Poverty",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"3.4",0.103
"3473","25Q499",96.9,"Black",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"0.0",0.103
"3474","25Q499",96.7,"Not Poverty",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"0.0",0.103
"3475","25Q499",97.4,"Female",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"0.0",0.103
"3476","25Q499",97.4,"Not SWD",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"0.0",0.103
"3477","25Q499",97,"Male",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"3.8",0.103
"3478","25Q499",95.7,"SWD",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"16.7",0.103
"3479","25Q499",97.2,"All Students",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"1.9",0.103
"3480","25Q499",97.2,"Not ELL",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"1.9",0.103
"3481","25Q499",97.9,"Asian",0.504,"Queens",0,0.49,0.209,0.51,0.081,506,0.404,"0.0",0.103
"3482","26Q067",94.9,"White",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"7.8",0.086
"3483","26Q067",93,"SWD",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"25.0",0.086
"3484","26Q067",95.8,"Poverty",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"10.2",0.086
"3485","26Q067",96.5,"Female",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"8.1",0.086
"3486","26Q067",97.5,"Not Poverty",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"2.2",0.086
"3487","26Q067",97,"Not SWD",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"4.1",0.086
"3488","26Q067",97.5,"ELL",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"0.0",0.086
"3489","26Q067",96.8,"Not ELL",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"5.7",0.086
"3490","26Q067",97,"Male",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"3.0",0.086
"3491","26Q067",96.8,"All Students",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"5.4",0.086
"3492","26Q067",98.3,"Asian",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"1.1",0.086
"3493","26Q067",92.8,"Hispanic",0.412,"Queens",1,0.513,0.037,0.487,0.221,894,0.319,"25.8",0.086
"3494","26Q074",94.5,"SWD",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"17.6",0.13
"3495","26Q074",97.2,"Not Poverty",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.0",0.13
"3496","26Q074",97.1,"All Students",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.4",0.13
"3497","26Q074",97.2,"Male",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.2",0.13
"3498","26Q074",97,"Female",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.6",0.13
"3499","26Q074",97.1,"Poverty",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.8",0.13
"3500","26Q074",97.1,"Not ELL",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"5.2",0.13
"3501","26Q074",98.2,"Asian",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"1.7",0.13
"3502","26Q074",97.4,"ELL",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"7.0",0.13
"3503","26Q074",94.5,"Hispanic",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"14.9",0.13
"3504","26Q074",95.4,"White",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"9.8",0.13
"3505","26Q074",97.5,"Not SWD",0.491,"Queens",1,0.503,0.043,0.497,0.174,1160,0.394,"3.7",0.13
"3506","26Q158",95.4,"Not Poverty",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"12.8",0.129
"3507","26Q158",92.5,"Hispanic",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"24.6",0.129
"3508","26Q158",95.2,"All Students",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"13.1",0.129
"3509","26Q158",97,"Asian",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"4.6",0.129
"3510","26Q158",95.4,"Not SWD",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"12.4",0.129
"3511","26Q158",94.8,"Male",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"13.9",0.129
"3512","26Q158",95.6,"Female",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"12.2",0.129
"3513","26Q158",95.3,"Not ELL",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"12.9",0.129
"3514","26Q158",95,"Poverty",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"13.3",0.129
"3515","26Q158",93.4,"SWD",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"17.6",0.129
"3516","26Q158",91.7,"White",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"32.3",0.129
"3517","26Q158",94,"ELL",0.57,"Queens",0,0.534,0.048,0.466,0.166,1059,0.44,"14.7",0.129
"3518","26Q172",95.2,"Female",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"8.8",0.162
"3519","26Q172",96.2,"Asian",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"7.0",0.162
"3520","26Q172",94.9,"ELL",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"12.5",0.162
"3521","26Q172",95.5,"Not Poverty",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"12.7",0.162
"3522","26Q172",92.5,"White",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"27.0",0.162
"3523","26Q172",94.4,"Male",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"15.9",0.162
"3524","26Q172",94.8,"Not ELL",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"12.9",0.162
"3525","26Q172",91.9,"SWD",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"29.4",0.162
"3526","26Q172",93.2,"Hispanic",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"18.4",0.162
"3527","26Q172",95.3,"Not SWD",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"10.1",0.162
"3528","26Q172",94.3,"Poverty",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"13.0",0.162
"3529","26Q172",94.8,"All Students",0.632,"Queens",1,0.54,0.088,0.46,0.11,978,0.437,"12.9",0.162
"3530","26Q178",94.4,"All Students",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"21.2",0.163
"3531","26Q178",94.3,"Male",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"22.9",0.163
"3532","26Q178",92.6,"Poverty",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"33.3",0.163
"3533","26Q178",91.8,"SWD",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"33.3",0.163
"3534","26Q178",89.4,"Asian",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"54.5",0.163
"3535","26Q178",95.1,"Hispanic",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"0.0",0.163
"3536","26Q178",94.5,"Female",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"19.4",0.163
"3537","26Q178",94.8,"Not SWD",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"19.3",0.163
"3538","26Q178",95.5,"Not Poverty",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"12.8",0.163
"3539","26Q178",95.2,"White",0.383,"Queens",0,0.511,0.069,0.489,0.675,566,0.332,"15.9",0.163
"3540","26Q216",94.1,"White",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"22.4",0.115
"3541","26Q216",96.3,"Asian",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"7.4",0.115
"3542","26Q216",95.5,"Male",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"13.6",0.115
"3543","26Q216",91.6,"Other",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"37.5",0.115
"3544","26Q216",94.5,"Hispanic",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"12.1",0.115
"3545","26Q216",95.7,"Female",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"8.3",0.115
"3546","26Q216",95.7,"Not ELL",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"10.8",0.115
"3547","26Q216",95.2,"Poverty",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"14.0",0.115
"3548","26Q216",94.3,"Black",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"19.0",0.115
"3549","26Q216",96.6,"Not Poverty",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"4.5",0.115
"3550","26Q216",96,"Not SWD",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"8.9",0.115
"3551","26Q216",95.6,"All Students",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"11.0",0.115
"3552","26Q216",92.9,"SWD",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"29.4",0.115
"3553","26Q216",95.1,"ELL",0.686,"Queens",1,0.518,0.049,0.482,0.141,1464,0.545,"14.8",0.115
"3554","26Q266",95.7,"SWD",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"5.0",0.234
"3555","26Q266",95.5,"Not ELL",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"6.8",0.234
"3556","26Q266",96,"Asian",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"8.0",0.234
"3557","26Q266",94.7,"Hispanic",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"6.7",0.234
"3558","26Q266",94.8,"White",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"7.7",0.234
"3559","26Q266",96.1,"Poverty",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"5.5",0.234
"3560","26Q266",95.4,"Not SWD",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"9.0",0.234
"3561","26Q266",95.5,"Male",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"9.4",0.234
"3562","26Q266",94.5,"Not Poverty",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"12.5",0.234
"3563","26Q266",95.5,"All Students",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"8.0",0.234
"3564","26Q266",94.9,"ELL",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"14.3",0.234
"3565","26Q266",95.4,"Female",0.538,"Queens",1,0.525,0.199,0.475,0.145,649,0.358,"5.9",0.234
"3566","27Q042",90.7,"Hispanic",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"17.6",0.271
"3567","27Q042",90.5,"Black",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"37.2",0.271
"3568","27Q042",91,"Female",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"30.8",0.271
"3569","27Q042",88.6,"All Students",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"33.3",0.271
"3570","27Q042",86.9,"Male",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"35.1",0.271
"3571","27Q042",85,"SWD",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"35.0",0.271
"3572","27Q042",90.3,"Not SWD",0.96,"Queens",1,0.523,0.726,0.477,0.014,658,0.911,"32.6",0.271
"3573","27Q043",91.2,"Not Poverty",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"33.3",0.219
"3574","27Q043",87.7,"Male",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"54.1",0.219
"3575","27Q043",87.5,"All Students",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"51.6",0.219
"3576","27Q043",86.9,"Poverty",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"54.5",0.219
"3577","27Q043",87.3,"Female",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"48.1",0.219
"3578","27Q043",84.6,"SWD",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"52.2",0.219
"3579","27Q043",88.1,"Black",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"56.4",0.219
"3580","27Q043",89.2,"Not SWD",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"51.2",0.219
"3581","27Q043",85.6,"Hispanic",0.917,"Queens",1,0.478,0.579,0.522,0.049,901,0.87,"42.9",0.219
"3582","27Q047",89.4,"Female",0.352,"Queens",1,0.495,0.014,0.505,0.782,216,0.382,"44.4",0.269
"3583","27Q047",91.2,"Not ELL",0.352,"Queens",1,0.495,0.014,0.505,0.782,216,0.382,"33.3",0.269
"3584","27Q047",93.8,"Male",0.352,"Queens",1,0.495,0.014,0.505,0.782,216,0.382,"16.7",0.269
"3585","27Q047",90.3,"White",0.352,"Queens",1,0.495,0.014,0.505,0.782,216,0.382,"45.5",0.269
"3586","27Q047",91.2,"All Students",0.352,"Queens",1,0.495,0.014,0.505,0.782,216,0.382,"33.3",0.269
"3587","27Q053",88.2,"SWD",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"43.6",0.33
"3588","27Q053",91.2,"Not Poverty",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"25.0",0.33
"3589","27Q053",90.3,"Female",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"35.4",0.33
"3590","27Q053",90.3,"Poverty",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"40.0",0.33
"3591","27Q053",91.5,"Not SWD",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"33.7",0.33
"3592","27Q053",89.5,"Hispanic",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"37.7",0.33
"3593","27Q053",90.5,"All Students",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"36.7",0.33
"3594","27Q053",90.5,"Male",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"37.5",0.33
"3595","27Q053",91,"Black",0.831,"Queens",1,0.644,0.521,0.356,0.015,267,0.867,"37.1",0.33
"3596","27Q105",89,"Poverty",0.888,"Queens",1,0.523,0.628,0.477,0.015,815,0.937,"47.2",0.317
