"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"9170","30Q122","P.S. 122 Mamie Fay","2017-18","95.5","All Students","All Students","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9171","30Q122","P.S. 122 Mamie Fay","2017-18","94.3","SWD Status","SWD","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9172","30Q122","P.S. 122 Mamie Fay","2017-18","95.6","Gender","Male","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9173","30Q122","P.S. 122 Mamie Fay","2017-18","96.9","Ethnicity","Asian","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9174","30Q122","P.S. 122 Mamie Fay","2017-18","95.7","SWD Status","Not SWD","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9175","30Q122","P.S. 122 Mamie Fay","2017-18","95.5","Gender","Female","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9176","30Q122","P.S. 122 Mamie Fay","2017-18","96.2","Ethnicity","Other","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9177","30Q122","P.S. 122 Mamie Fay","2017-18","94.1","Ethnicity","Black","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9178","30Q122","P.S. 122 Mamie Fay","2017-18","95.6","Poverty","Not Poverty","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9179","30Q122","P.S. 122 Mamie Fay","2017-18","95.4","Ethnicity","White","P.S. 122 Mamie Fay","2017-18",1361,187,0.473,0.527,0.05,0.434,0.096,0.536,0.495,32,30.3,30,NA,NA,9.5,NA,NA,NA
"9180","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","93.6","Gender","Male","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9181","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.9","Poverty","Not Poverty","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9182","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","93.9","SWD Status","SWD","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9183","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.1","Poverty","Poverty","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9184","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.2","SWD Status","Not SWD","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9185","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.9","Gender","Female","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9186","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.2","ELL Status","Not ELL","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9187","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","s","Ethnicity","Asian","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9188","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.2","All Students","All Students","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9189","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.2","Ethnicity","Hispanic","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9190","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","94.1","ELL Status","ELL","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9191","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","92.4","Ethnicity","Black","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9192","30Q127","P.S. 127 Aerospace Science Magnet School","2017-18","s","Ethnicity","White","P.S. 127 Aerospace Science Magnet School","2017-18",1299,123,0.486,0.514,0.108,0.016,0.169,0.858,0.786,NA,28.7,26,NA,8,9.9,NA,NA,NA
"9193","30Q148","P.S. 148 Queens","2017-18","94.0","SWD Status","SWD","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9194","30Q148","P.S. 148 Queens","2017-18","94.6","Gender","Female","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9195","30Q148","P.S. 148 Queens","2017-18","96.1","Ethnicity","White","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9196","30Q148","P.S. 148 Queens","2017-18","95.2","ELL Status","ELL","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9197","30Q148","P.S. 148 Queens","2017-18","94.3","ELL Status","Not ELL","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9198","30Q148","P.S. 148 Queens","2017-18","94.7","Gender","Male","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9199","30Q148","P.S. 148 Queens","2017-18","94.8","SWD Status","Not SWD","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9200","30Q148","P.S. 148 Queens","2017-18","94.5","Ethnicity","Hispanic","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9201","30Q148","P.S. 148 Queens","2017-18","94.8","Poverty","Poverty","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9202","30Q148","P.S. 148 Queens","2017-18","94.1","Poverty","Not Poverty","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9203","30Q148","P.S. 148 Queens","2017-18","94.7","All Students","All Students","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9204","30Q148","P.S. 148 Queens","2017-18","95.0","Ethnicity","Asian","P.S. 148 Queens","2017-18",919,137,0.513,0.487,0.003,0.032,0.166,0.803,0.815,NA,26.7,22.5,NA,7.6,NA,NA,NA,NA
"9205","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.8","Ethnicity","Asian","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9206","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.0","Gender","Male","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9207","30Q149","P.S. 149 Christa McAuliffe","2017-18","97.8","Ethnicity","White","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9208","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.0","Ethnicity","Hispanic","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9209","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.4","Gender","Female","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9210","30Q149","P.S. 149 Christa McAuliffe","2017-18","s","Ethnicity","Other","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9211","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.5","Poverty","Not Poverty","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9212","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.5","SWD Status","Not SWD","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9213","30Q149","P.S. 149 Christa McAuliffe","2017-18","93.6","SWD Status","SWD","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9214","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.4","ELL Status","Not ELL","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9215","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.2","All Students","All Students","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9216","30Q149","P.S. 149 Christa McAuliffe","2017-18","95.1","Poverty","Poverty","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9217","30Q149","P.S. 149 Christa McAuliffe","2017-18","94.9","ELL Status","ELL","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9218","30Q149","P.S. 149 Christa McAuliffe","2017-18","s","Ethnicity","Black","P.S. 149 Christa Mcauliffe","2017-18",1054,227,0.496,0.504,0.013,0.033,0.168,0.78,0.799,NA,26.7,27.5,NA,13,11.3,NA,NA,NA
"9219","30Q150","P.S. 150 Queens","2017-18","91.7","SWD Status","SWD","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9220","30Q150","P.S. 150 Queens","2017-18","96.1","Ethnicity","White","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9221","30Q150","P.S. 150 Queens","2017-18","s","Ethnicity","Black","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9222","30Q150","P.S. 150 Queens","2017-18","94.8","ELL Status","Not ELL","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9223","30Q150","P.S. 150 Queens","2017-18","95.3","SWD Status","Not SWD","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9224","30Q150","P.S. 150 Queens","2017-18","s","Ethnicity","Other","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9225","30Q150","P.S. 150 Queens","2017-18","93.7","Ethnicity","Hispanic","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9226","30Q150","P.S. 150 Queens","2017-18","95.8","Poverty","Not Poverty","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9227","30Q150","P.S. 150 Queens","2017-18","95.1","Gender","Female","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9228","30Q150","P.S. 150 Queens","2017-18","95.1","ELL Status","ELL","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9229","30Q150","P.S. 150 Queens","2017-18","94.6","Gender","Male","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9230","30Q150","P.S. 150 Queens","2017-18","94.9","All Students","All Students","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9231","30Q150","P.S. 150 Queens","2017-18","96.5","Ethnicity","Asian","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9232","30Q150","P.S. 150 Queens","2017-18","94.2","Poverty","Poverty","P.S. 150 Queens","2017-18",1081,164,0.515,0.485,0.01,0.232,0.13,0.553,0.628,29,25.8,26,NA,NA,11.3,NA,NA,NA
"9233","30Q151","P.S. 151 Mary D. Carter","2017-18","90.7","Ethnicity","Black","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9234","30Q151","P.S. 151 Mary D. Carter","2017-18","97.2","Ethnicity","Asian","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9235","30Q151","P.S. 151 Mary D. Carter","2017-18","94.7","Ethnicity","Hispanic","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9236","30Q151","P.S. 151 Mary D. Carter","2017-18","92.4","Gender","Female","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9237","30Q151","P.S. 151 Mary D. Carter","2017-18","93.7","ELL Status","Not ELL","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9238","30Q151","P.S. 151 Mary D. Carter","2017-18","s","Ethnicity","White","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9239","30Q151","P.S. 151 Mary D. Carter","2017-18","94.9","SWD Status","Not SWD","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9240","30Q151","P.S. 151 Mary D. Carter","2017-18","95.3","ELL Status","ELL","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9241","30Q151","P.S. 151 Mary D. Carter","2017-18","95.6","Gender","Male","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9242","30Q151","P.S. 151 Mary D. Carter","2017-18","92.0","SWD Status","SWD","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9243","30Q151","P.S. 151 Mary D. Carter","2017-18","s","Ethnicity","Other","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9244","30Q151","P.S. 151 Mary D. Carter","2017-18","93.9","All Students","All Students","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9245","30Q151","P.S. 151 Mary D. Carter","2017-18","s","Poverty","Poverty","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9246","30Q151","P.S. 151 Mary D. Carter","2017-18","s","Poverty","Not Poverty","P.S. 151 Mary D. Carter","2017-18",381,59,0.525,0.475,0.239,0.066,0.273,0.934,0.846,NA,26,29,NA,NA,13,NA,NA,NA
"9247","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","95.7","SWD Status","SWD","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9248","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.9","ELL Status","ELL","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9249","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.8","All Students","All Students","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9250","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","97.0","SWD Status","Not SWD","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9251","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.9","Poverty","Poverty","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9252","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.8","ELL Status","Not ELL","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9253","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","97.2","Ethnicity","Asian","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9254","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.4","Ethnicity","White","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9255","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.5","Poverty","Not Poverty","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9256","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.5","Ethnicity","Hispanic","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9257","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","97.1","Gender","Female","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9258","30Q152","P.S. 152 Gwendoline N. Alleyne School","2017-18","96.6","Gender","Male","P.S. 152 Gwendoline N. Alleyne School","2017-18",1104,204,0.494,0.506,0.004,0.035,0.112,0.77,0.81,NA,25.2,24,NA,NA,8.7,NA,NA,NA
"9259","30Q166","P.S. 166 Henry Gradstein","2017-18","96.4","SWD Status","Not SWD","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9260","30Q166","P.S. 166 Henry Gradstein","2017-18","97.5","Ethnicity","Asian","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9261","30Q166","P.S. 166 Henry Gradstein","2017-18","95.7","Poverty","Poverty","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9262","30Q166","P.S. 166 Henry Gradstein","2017-18","95.2","ELL Status","ELL","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9263","30Q166","P.S. 166 Henry Gradstein","2017-18","95.9","ELL Status","Not ELL","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9264","30Q166","P.S. 166 Henry Gradstein","2017-18","s","Ethnicity","Black","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9265","30Q166","P.S. 166 Henry Gradstein","2017-18","96.3","Gender","Male","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9266","30Q166","P.S. 166 Henry Gradstein","2017-18","95.8","All Students","All Students","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9267","30Q166","P.S. 166 Henry Gradstein","2017-18","s","Ethnicity","Other","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9268","30Q166","P.S. 166 Henry Gradstein","2017-18","95.9","Poverty","Not Poverty","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9269","30Q166","P.S. 166 Henry Gradstein","2017-18","95.0","Ethnicity","Hispanic","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9270","30Q166","P.S. 166 Henry Gradstein","2017-18","96.0","Ethnicity","White","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9271","30Q166","P.S. 166 Henry Gradstein","2017-18","92.6","SWD Status","SWD","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9272","30Q166","P.S. 166 Henry Gradstein","2017-18","95.1","Gender","Female","P.S. 166 Henry Gradstein","2017-18",1075,166,0.508,0.492,0.034,0.223,0.112,0.699,0.641,26,25.8,29,NA,12.5,NA,NA,NA,NA
"9273","30Q171","P.S. 171 Peter G. Van Alst","2017-18","s","Poverty","Not Poverty","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9274","30Q171","P.S. 171 Peter G. Van Alst","2017-18","90.5","All Students","All Students","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9275","30Q171","P.S. 171 Peter G. Van Alst","2017-18","s","Poverty","Poverty","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9276","30Q171","P.S. 171 Peter G. Van Alst","2017-18","91.4","Gender","Male","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9277","30Q171","P.S. 171 Peter G. Van Alst","2017-18","95.5","Ethnicity","Asian","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9278","30Q171","P.S. 171 Peter G. Van Alst","2017-18","89.6","ELL Status","Not ELL","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
"9279","30Q171","P.S. 171 Peter G. Van Alst","2017-18","89.9","SWD Status","SWD","P.S. 171 Peter G. Van Alst","2017-18",503,65,0.495,0.505,0.272,0.062,0.223,0.93,0.879,NA,19.5,24,NA,NA,9.3,NA,NA,NA
